teams,value
"(4174, 4143, 4646, 5847, 111, 3928, 3061, 4663)",0.00125
"(4174, 4143, 4646, 5847, 111, 4663, 3928, 3061)",0.00125
"(4143, 4174, 5847, 111, 3928, 4646, 4663, 3061)",0.00124
"(5847, 4143, 4646, 4174, 111, 2220, 3061, 3928)",0.00123
"(5847, 4143, 4646, 3928, 4174, 3061, 111, 695)",0.00123
"(4174, 4143, 5847, 4646, 4663, 695, 111, 3061)",0.00122
"(4143, 5847, 4646, 4174, 3928, 2530, 3061, 4663)",0.00121
"(4143, 4646, 4174, 5847, 3928, 111, 3061, 2530)",0.00121
"(4143, 5847, 4174, 111, 3928, 4646, 4663, 3061)",0.0012
"(4646, 5847, 4143, 4174, 3928, 111, 3061, 2530)",0.00119
"(4646, 5847, 4143, 4174, 3061, 3928, 695, 2220)",0.00117
"(5847, 4646, 4143, 3061, 3928, 4174, 111, 695)",0.00117
"(4646, 5847, 4143, 4174, 3061, 111, 3928, 695)",0.00116
"(4646, 5847, 4143, 3928, 4174, 2530, 111, 3061)",0.00116
"(5847, 4143, 4646, 3928, 4174, 3061, 2530, 695)",0.00115
"(4174, 4143, 5847, 4646, 4663, 695, 3061, 3928)",0.00115
"(4143, 4646, 5847, 3928, 4174, 111, 3061, 2530)",0.00114
"(4143, 5847, 4646, 111, 3928, 4174, 2220, 3061)",0.00114
"(5847, 4646, 4143, 4174, 3061, 3928, 695, 2220)",0.00113
"(5847, 4143, 4646, 111, 3928, 4174, 2220, 2530)",0.00112
"(4174, 4143, 5847, 111, 4646, 3928, 3061, 4663)",0.00112
"(4646, 4143, 5847, 3928, 4174, 3061, 2530, 695)",0.00112
"(4143, 5847, 4174, 4646, 3928, 111, 3061, 4663)",0.00111
"(4646, 5847, 4143, 3928, 4174, 3061, 111, 2530)",0.00111
"(4143, 4174, 5847, 4646, 111, 3928, 3061, 4663)",0.00111
"(4143, 4174, 5847, 111, 3928, 4646, 2530, 3061)",0.0011
"(4174, 4143, 5847, 4646, 111, 4663, 3928, 3061)",0.0011
"(4646, 5847, 4143, 3928, 4174, 111, 2220, 3061)",0.00109
"(4143, 5847, 4646, 4174, 3928, 111, 4663, 3061)",0.00109
"(4143, 5847, 4646, 4174, 3928, 3061, 111, 2530)",0.00108
"(5847, 4646, 4143, 3928, 4174, 111, 2220, 3061)",0.00108
"(5847, 4646, 4143, 3928, 4174, 3061, 111, 695)",0.00108
"(5847, 4646, 4143, 3928, 4174, 3061, 111, 2530)",0.00107
"(4174, 4143, 5847, 4646, 111, 3061, 3928, 4663)",0.00107
"(4646, 4143, 5847, 4174, 111, 3061, 3928, 695)",0.00106
"(4143, 5847, 4174, 111, 3928, 4646, 3061, 2220)",0.00105
"(4143, 5847, 4646, 4174, 3928, 111, 2220, 3061)",0.00104
"(4174, 4143, 5847, 111, 4646, 4663, 3061, 3928)",0.00103
"(4646, 5847, 4143, 3928, 4174, 695, 3061, 2530)",0.00103
"(4143, 4646, 5847, 4174, 3928, 3061, 2530, 4663)",0.00103
"(4143, 5847, 4646, 3928, 4174, 3061, 2530, 695)",0.00103
"(4646, 5847, 4143, 4174, 111, 2220, 3928, 3061)",0.00103
"(4143, 5847, 4174, 111, 4646, 3928, 3061, 2530)",0.00103
"(4174, 4143, 5847, 4646, 111, 3928, 3061, 4663)",0.00102
"(4143, 5847, 4646, 4174, 3928, 3061, 4663, 2530)",0.00101
"(4143, 4174, 4646, 5847, 3928, 111, 4663, 3061)",0.00101
"(5847, 4143, 4646, 3928, 4174, 695, 111, 3061)",0.001
"(4143, 4174, 4646, 5847, 4663, 3928, 695, 111)",0.001
"(4143, 5847, 4646, 4174, 3928, 2220, 111, 3061)",0.00099
"(4143, 4174, 5847, 4646, 4663, 695, 111, 3061)",0.00099
"(4174, 4143, 5847, 4646, 4663, 695, 111, 3928)",0.00098
"(5847, 4143, 4646, 111, 4174, 3928, 3061, 695)",0.00098
"(4143, 4646, 5847, 4174, 3928, 2530, 3061, 4663)",0.00098
"(4174, 4143, 5847, 4646, 3061, 111, 3928, 4663)",0.00096
"(4143, 5847, 4174, 4646, 3928, 111, 3061, 2530)",0.00094
"(4174, 4143, 4646, 5847, 4663, 695, 111, 3928)",0.00094
"(4143, 4174, 5847, 111, 3928, 4646, 2220, 3061)",0.00094
"(4143, 5847, 4174, 111, 3928, 4646, 2530, 4663)",0.00094
"(4143, 5847, 4646, 4174, 4663, 3928, 695, 111)",0.00094
"(4174, 4143, 5847, 4646, 4663, 695, 3928, 3061)",0.00093
"(5847, 4646, 4143, 3928, 4174, 111, 695, 3061)",0.00093
"(4143, 4174, 4646, 5847, 3928, 111, 3061, 4663)",0.00092
"(5847, 4646, 4143, 4174, 695, 111, 3061, 3928)",0.00092
"(4143, 4646, 5847, 4174, 3928, 4663, 695, 3061)",0.00091
"(5847, 4143, 4646, 4174, 3928, 111, 3061, 2530)",0.00091
"(4143, 4174, 5847, 111, 4663, 3928, 4646, 695)",0.00091
"(4143, 5847, 4174, 111, 4646, 3928, 2530, 3061)",0.0009
"(5847, 4646, 4143, 3928, 4174, 2530, 3061, 111)",0.0009
"(4143, 4646, 5847, 4174, 3928, 111, 2530, 3061)",0.0009
"(4646, 5847, 4143, 3928, 4174, 2220, 3061, 2530)",0.00089
"(5847, 4646, 4143, 4174, 111, 695, 3928, 3061)",0.00089
"(5847, 4143, 4174, 4646, 111, 695, 3928, 3061)",0.00088
"(4174, 4143, 4646, 5847, 3061, 3928, 4663, 695)",0.00088
"(4646, 4143, 5847, 3928, 4174, 111, 2530, 3061)",0.00088
"(4646, 5847, 4143, 4174, 2220, 3928, 3061, 695)",0.00088
"(4646, 5847, 4143, 4174, 3928, 2530, 3061, 695)",0.00087
"(5847, 4143, 4646, 3928, 4174, 2220, 111, 3061)",0.00087
"(5847, 4143, 4174, 4646, 111, 2220, 3928, 3061)",0.00086
"(4143, 4174, 4646, 5847, 3928, 4663, 3061, 2530)",0.00086
"(5847, 4143, 4646, 3928, 4174, 3061, 695, 2530)",0.00085
"(4174, 4143, 5847, 111, 4646, 4663, 695, 3061)",0.00085
"(4174, 4143, 4646, 5847, 111, 3061, 4663, 3928)",0.00085
"(5847, 4646, 4143, 3928, 4174, 695, 3061, 2530)",0.00085
"(5847, 4143, 4174, 4646, 111, 3061, 695, 3928)",0.00084
"(4174, 4143, 4646, 5847, 4663, 3928, 3061, 695)",0.00084
"(4143, 5847, 4174, 4646, 3928, 4663, 695, 111)",0.00084
"(5847, 4143, 4646, 111, 3928, 2530, 4174, 3061)",0.00084
"(4143, 5847, 4174, 111, 3928, 4646, 3061, 695)",0.00084
"(4143, 4646, 5847, 4174, 111, 3928, 3061, 695)",0.00083
"(4174, 4143, 4646, 5847, 4663, 695, 3061, 3928)",0.00083
"(4143, 5847, 4646, 4174, 3928, 2220, 3061, 2530)",0.00083
"(4143, 4646, 5847, 4174, 3928, 111, 4663, 3061)",0.00083
"(4143, 5847, 4174, 111, 4646, 3928, 3061, 4663)",0.00082
"(4143, 4174, 5847, 111, 3928, 4646, 4663, 695)",0.00082
"(4646, 5847, 4143, 4174, 3928, 3061, 695, 2220)",0.00082
"(5847, 4143, 4646, 3928, 4174, 2530, 3061, 695)",0.00082
"(5847, 4646, 4143, 3928, 4174, 695, 111, 3061)",0.00081
"(5847, 4646, 4143, 3928, 4174, 695, 2530, 3061)",0.00081
"(4174, 4143, 5847, 4646, 111, 3061, 4663, 3928)",0.00081
"(4143, 4174, 5847, 4646, 3061, 111, 3928, 4663)",0.00081
"(4646, 5847, 4143, 4174, 3928, 695, 111, 3061)",0.0008
"(4143, 5847, 4646, 111, 3928, 4174, 695, 3061)",0.0008
"(4646, 5847, 4143, 3928, 4174, 695, 3061, 111)",0.00079
"(4143, 4174, 4646, 5847, 3928, 3061, 4663, 2530)",0.00079
"(4143, 4646, 5847, 4174, 3928, 3061, 4663, 2530)",0.00079
"(4143, 4646, 5847, 4174, 111, 3061, 3928, 695)",0.00079
"(4143, 5847, 4646, 4174, 3928, 3061, 111, 695)",0.00079
"(4143, 4174, 5847, 111, 4646, 3928, 4663, 3061)",0.00079
"(4143, 4174, 5847, 4646, 3928, 111, 3061, 4663)",0.00079
"(5847, 4143, 4646, 3928, 4174, 2530, 111, 3061)",0.00079
"(4143, 5847, 4174, 111, 4646, 3928, 4663, 695)",0.00078
"(4143, 4174, 5847, 4646, 3928, 111, 4663, 3061)",0.00078
"(5847, 4143, 4174, 4646, 111, 695, 3061, 3928)",0.00078
"(4143, 4646, 4174, 5847, 3928, 111, 3061, 4663)",0.00078
"(5847, 4646, 4143, 4174, 111, 2220, 3928, 3061)",0.00077
"(4143, 4174, 5847, 111, 3928, 4646, 2530, 4663)",0.00077
"(5847, 4646, 4143, 3928, 4174, 2220, 3061, 2530)",0.00077
"(4646, 5847, 4143, 4174, 3928, 3061, 2530, 695)",0.00077
"(4174, 4143, 5847, 111, 4663, 4646, 695, 3061)",0.00077
"(4143, 4174, 4646, 5847, 3928, 111, 3061, 2530)",0.00076
"(5847, 4646, 4143, 4174, 3928, 3061, 111, 695)",0.00076
"(5847, 4143, 4646, 3928, 4174, 111, 3061, 2220)",0.00076
"(4143, 5847, 4646, 4174, 3928, 3061, 695, 2530)",0.00076
"(4174, 4143, 5847, 111, 4646, 4663, 695, 3928)",0.00075
"(5847, 4143, 4646, 4174, 3928, 111, 2530, 3061)",0.00075
"(4646, 5847, 4143, 3061, 3928, 4174, 111, 695)",0.00075
"(4143, 5847, 4174, 4646, 3928, 4663, 695, 3061)",0.00075
"(4143, 4174, 5847, 4646, 4663, 695, 111, 3928)",0.00075
"(4143, 5847, 4174, 111, 4646, 3928, 2220, 3061)",0.00075
"(5847, 4646, 4143, 3928, 4174, 2220, 111, 3061)",0.00075
"(5847, 4646, 4143, 4174, 3061, 3928, 111, 695)",0.00075
"(5847, 4646, 4143, 4174, 3928, 3061, 2530, 695)",0.00075
"(5847, 4646, 4143, 4174, 3928, 3061, 695, 2220)",0.00075
"(4143, 5847, 4174, 4646, 111, 2220, 3928, 3061)",0.00075
"(4174, 4143, 5847, 111, 4646, 2220, 3928, 3061)",0.00074
"(5847, 4143, 4646, 111, 3928, 695, 4174, 3061)",0.00074
"(4646, 5847, 4143, 4174, 3928, 111, 2530, 3061)",0.00074
"(4646, 4143, 5847, 3928, 4174, 2530, 3061, 695)",0.00074
"(4143, 5847, 4646, 4174, 3928, 2530, 4663, 3061)",0.00073
"(4143, 5847, 4646, 111, 3928, 4174, 3061, 695)",0.00073
"(4143, 4646, 4174, 5847, 3928, 3061, 2530, 4663)",0.00073
"(4143, 4646, 5847, 4174, 3928, 3061, 111, 2530)",0.00073
"(4174, 4143, 5847, 4646, 4663, 111, 3928, 3061)",0.00072
"(4646, 5847, 4143, 3928, 4174, 2220, 111, 3061)",0.00072
"(4174, 4143, 5847, 111, 4646, 3061, 3928, 695)",0.00072
"(5847, 4143, 4646, 111, 3928, 4174, 2220, 695)",0.00072
"(4143, 4174, 5847, 4646, 3928, 3061, 4663, 695)",0.00072
"(4143, 5847, 4646, 4174, 3061, 111, 3928, 695)",0.00072
"(4143, 5847, 4646, 3928, 4174, 2530, 3061, 695)",0.00072
"(4143, 5847, 4646, 4174, 3928, 3061, 2530, 695)",0.00071
"(5847, 4143, 4646, 111, 3928, 4174, 2530, 2220)",0.00071
"(4143, 4646, 4174, 5847, 3928, 2530, 3061, 4663)",0.0007
"(4143, 4646, 4174, 5847, 3928, 4663, 695, 111)",0.0007
"(4174, 4143, 5847, 111, 4646, 2220, 3061, 3928)",0.0007
"(4143, 4174, 4646, 5847, 111, 3061, 3928, 4663)",0.0007
"(4143, 4174, 4646, 5847, 3928, 2530, 3061, 4663)",0.0007
"(4646, 5847, 4143, 4174, 3928, 3061, 111, 695)",0.0007
"(4174, 4143, 5847, 4646, 3061, 3928, 4663, 695)",0.0007
"(4143, 5847, 4646, 111, 4174, 3928, 3061, 2530)",0.0007
"(4143, 4174, 5847, 4646, 4663, 3928, 695, 111)",0.0007
"(4646, 5847, 4143, 4174, 3928, 2530, 111, 3061)",0.00069
"(4143, 5847, 4174, 111, 4663, 3928, 4646, 695)",0.00069
"(5847, 4646, 4143, 4174, 3061, 111, 695, 3928)",0.00069
"(4174, 4143, 4646, 5847, 3061, 111, 3928, 4663)",0.00069
"(4646, 5847, 4143, 4174, 2220, 111, 3928, 3061)",0.00069
"(4174, 4143, 5847, 4646, 4663, 695, 3061, 111)",0.00069
"(4143, 4646, 5847, 3928, 4174, 3061, 2530, 695)",0.00068
"(4143, 4174, 5847, 4646, 3928, 111, 3061, 2530)",0.00068
"(5847, 4646, 4143, 4174, 2220, 3928, 3061, 695)",0.00068
"(5847, 4143, 4646, 3928, 4174, 111, 2220, 3061)",0.00067
"(5847, 4143, 4646, 4174, 2220, 111, 3928, 3061)",0.00067
"(5847, 4143, 4174, 4646, 111, 2220, 3061, 3928)",0.00067
"(5847, 4143, 4646, 111, 4174, 3928, 2220, 3061)",0.00067
"(4143, 4174, 4646, 5847, 3928, 111, 4663, 2530)",0.00067
"(5847, 4646, 4143, 3928, 4174, 111, 3061, 2220)",0.00066
"(4646, 5847, 4143, 3928, 2530, 4174, 111, 3061)",0.00066
"(4143, 4646, 5847, 4174, 3928, 2530, 111, 3061)",0.00066
"(4143, 5847, 4646, 4174, 3928, 2530, 3061, 695)",0.00066
"(5847, 4143, 4646, 111, 3928, 4174, 2530, 695)",0.00066
"(4174, 4143, 4646, 5847, 111, 4663, 3061, 3928)",0.00065
"(4646, 4143, 5847, 3928, 4174, 695, 111, 3061)",0.00065
"(4174, 4143, 5847, 111, 4646, 3928, 4663, 3061)",0.00065
"(4143, 4174, 5847, 111, 4646, 4663, 695, 3061)",0.00065
"(5847, 4143, 4646, 3928, 4174, 111, 695, 3061)",0.00065
"(4143, 5847, 4646, 4174, 3928, 2530, 4663, 695)",0.00065
"(4646, 5847, 4143, 4174, 695, 111, 3928, 3061)",0.00065
"(5847, 4646, 4143, 4174, 3928, 2530, 111, 3061)",0.00065
"(4143, 4646, 5847, 4174, 3928, 2220, 111, 3061)",0.00065
"(4646, 5847, 4143, 3928, 695, 4174, 111, 3061)",0.00065
"(4174, 4143, 4646, 5847, 111, 2220, 3928, 3061)",0.00065
"(5847, 4646, 4143, 4174, 3928, 2530, 3061, 695)",0.00065
"(5847, 4646, 4143, 4174, 3928, 111, 3061, 2530)",0.00064
"(4646, 5847, 4143, 4174, 3061, 3928, 111, 695)",0.00064
"(4646, 5847, 4143, 4174, 695, 111, 3061, 3928)",0.00064
"(4143, 5847, 4646, 4174, 3928, 3061, 4663, 695)",0.00064
"(4143, 5847, 4646, 4174, 3928, 111, 3061, 2220)",0.00064
"(5847, 4143, 4646, 111, 3928, 4174, 695, 2220)",0.00064
"(5847, 4143, 4646, 4174, 111, 2220, 3061, 695)",0.00064
"(5847, 4646, 4143, 3928, 4174, 111, 695, 2530)",0.00064
"(4143, 5847, 4174, 4646, 3928, 111, 4663, 3061)",0.00064
"(4143, 5847, 4174, 111, 3928, 4646, 2220, 4663)",0.00064
"(4143, 4646, 5847, 4174, 3928, 2220, 3061, 2530)",0.00064
"(4646, 5847, 4174, 4143, 695, 111, 3061, 3928)",0.00064
"(5847, 4143, 4646, 4174, 3061, 3928, 695, 2220)",0.00064
"(4143, 5847, 4174, 4646, 3928, 111, 2530, 3061)",0.00063
"(4174, 4143, 4646, 5847, 4663, 695, 3928, 3061)",0.00063
"(4143, 4174, 5847, 4646, 4663, 3928, 695, 3061)",0.00063
"(4143, 5847, 4646, 4174, 3928, 4663, 695, 2220)",0.00063
"(4143, 5847, 4646, 4174, 3928, 2530, 111, 2220)",0.00063
"(4143, 5847, 4646, 4174, 3928, 111, 4663, 2530)",0.00063
"(4174, 4143, 5847, 111, 4646, 3061, 2220, 3928)",0.00063
"(5847, 4143, 4646, 3928, 4174, 2220, 3061, 111)",0.00063
"(4143, 4174, 5847, 4646, 4663, 695, 3061, 3928)",0.00063
"(4143, 5847, 4646, 3928, 4174, 2220, 111, 3061)",0.00063
"(5847, 4143, 4646, 4174, 3061, 3928, 111, 695)",0.00063
"(4143, 5847, 4174, 4646, 4663, 3928, 695, 3061)",0.00063
"(4143, 4174, 5847, 4646, 3061, 3928, 4663, 695)",0.00063
"(5847, 4143, 4646, 3928, 4174, 2530, 3061, 111)",0.00063
"(5847, 4646, 4143, 4174, 3928, 111, 3061, 695)",0.00063
"(4143, 5847, 4646, 4174, 111, 2220, 3928, 3061)",0.00062
"(4143, 5847, 4646, 4174, 3928, 111, 2220, 2530)",0.00062
"(4143, 5847, 4646, 111, 4174, 3928, 2530, 3061)",0.00062
"(4646, 5847, 4143, 4174, 111, 3061, 2220, 3928)",0.00062
"(5847, 4143, 4646, 111, 4174, 3928, 695, 3061)",0.00062
"(4143, 4174, 4646, 5847, 4663, 3928, 695, 3061)",0.00062
"(4143, 4646, 4174, 5847, 3928, 111, 2530, 3061)",0.00062
"(5847, 4143, 4646, 4174, 3928, 3061, 111, 695)",0.00062
"(4143, 4174, 5847, 111, 3928, 4646, 4663, 2530)",0.00062
"(5847, 4646, 4143, 4174, 3061, 2220, 3928, 695)",0.00062
"(4143, 4174, 5847, 4646, 3928, 3061, 4663, 2530)",0.00061
"(4646, 5847, 4143, 3928, 4174, 2530, 3061, 111)",0.00061
"(4174, 4143, 4646, 5847, 4663, 111, 3928, 3061)",0.00061
"(4143, 4646, 5847, 4174, 3928, 2530, 4663, 3061)",0.00061
"(4143, 5847, 4646, 3928, 4174, 111, 3061, 695)",0.00061
"(4143, 5847, 4174, 4646, 4663, 3928, 695, 111)",0.0006
"(5847, 4646, 4143, 3928, 4174, 2220, 2530, 3061)",0.0006
"(4143, 5847, 4174, 4646, 3928, 2530, 111, 3061)",0.0006
"(4143, 5847, 4174, 111, 4646, 3928, 4663, 3061)",0.0006
"(4143, 4646, 5847, 4174, 3928, 111, 2220, 3061)",0.0006
"(4143, 5847, 4646, 4174, 3928, 111, 695, 3061)",0.0006
"(5847, 4143, 4646, 4174, 3928, 111, 3061, 695)",0.00059
"(4143, 5847, 4646, 4174, 3928, 2530, 3061, 111)",0.00059
"(4143, 5847, 4646, 4174, 3928, 4663, 695, 2530)",0.00059
"(5847, 4143, 4646, 4174, 695, 111, 3928, 3061)",0.00059
"(4646, 5847, 4174, 4143, 695, 111, 3928, 3061)",0.00059
"(5847, 4143, 4646, 111, 3061, 4174, 3928, 695)",0.00059
"(4143, 5847, 4646, 4174, 4663, 3928, 695, 3061)",0.00059
"(4143, 4174, 5847, 4646, 4663, 695, 3928, 3061)",0.00059
"(4174, 4143, 4646, 5847, 3928, 3061, 4663, 695)",0.00059
"(5847, 4143, 4646, 3928, 4174, 2220, 111, 2530)",0.00058
"(5847, 4143, 4646, 111, 4174, 3928, 2220, 2530)",0.00058
"(5847, 4646, 4143, 4174, 695, 111, 3928, 3061)",0.00058
"(4143, 5847, 4646, 4174, 3928, 4663, 3061, 2530)",0.00058
"(5847, 4143, 4646, 4174, 3928, 3061, 111, 2530)",0.00058
"(4646, 5847, 4143, 3928, 4174, 111, 2220, 2530)",0.00058
"(4646, 5847, 4143, 4174, 2220, 3061, 3928, 695)",0.00058
"(4646, 5847, 4143, 3928, 4174, 695, 111, 2220)",0.00058
"(5847, 4646, 4143, 3928, 2530, 4174, 111, 3061)",0.00058
"(5847, 4646, 4174, 4143, 3061, 111, 3928, 695)",0.00058
"(4143, 5847, 4174, 4646, 3928, 3061, 2530, 4663)",0.00058
"(4143, 5847, 4174, 4646, 3928, 111, 3061, 695)",0.00058
"(5847, 4143, 4646, 111, 4174, 3928, 695, 2530)",0.00058
"(4174, 4143, 5847, 4646, 3061, 4663, 111, 3928)",0.00057
"(4143, 5847, 4646, 111, 3928, 4174, 3061, 2220)",0.00057
"(4143, 5847, 4646, 4174, 3928, 2220, 2530, 3061)",0.00057
"(4143, 5847, 4174, 3928, 4646, 3061, 111, 2530)",0.00057
"(4174, 4143, 5847, 111, 4646, 3061, 4663, 695)",0.00057
"(4143, 4174, 5847, 4646, 3928, 111, 4663, 2530)",0.00057
"(4646, 5847, 4143, 3928, 4174, 111, 3061, 2220)",0.00057
"(4646, 5847, 4143, 3928, 4174, 3061, 2530, 111)",0.00057
"(4174, 4143, 5847, 4646, 111, 3061, 3928, 695)",0.00056
"(4646, 5847, 4143, 3928, 4174, 695, 111, 2530)",0.00056
"(4646, 5847, 4143, 3928, 4174, 2530, 695, 3061)",0.00056
"(5847, 4143, 4646, 3928, 4174, 111, 695, 2530)",0.00056
"(4174, 4143, 5847, 4646, 111, 3061, 695, 3928)",0.00056
"(4143, 4174, 4646, 5847, 3928, 3061, 111, 4663)",0.00056
"(4174, 4143, 4646, 5847, 111, 3928, 3061, 695)",0.00056
"(4143, 4174, 4646, 5847, 3928, 4663, 2530, 3061)",0.00056
"(5847, 4646, 4143, 3928, 4174, 2220, 3061, 695)",0.00055
"(4143, 5847, 4646, 4174, 3928, 3061, 111, 4663)",0.00055
"(4143, 5847, 4646, 4174, 3928, 695, 3061, 2530)",0.00055
"(4143, 4174, 4646, 5847, 3928, 3061, 2530, 4663)",0.00055
"(4143, 5847, 4174, 4646, 3928, 2530, 3061, 4663)",0.00055
"(4174, 4143, 4646, 5847, 2220, 3928, 3061, 4663)",0.00055
"(4174, 4143, 5847, 111, 4646, 2220, 4663, 3928)",0.00055
"(4143, 4646, 5847, 3928, 4174, 111, 2530, 3061)",0.00055
"(4143, 4174, 5847, 4646, 3928, 4663, 3061, 2530)",0.00055
"(4646, 5847, 4143, 3928, 4174, 2220, 2530, 3061)",0.00054
"(5847, 4646, 4143, 111, 3061, 3928, 4174, 695)",0.00054
"(4143, 5847, 4646, 4174, 3928, 2530, 111, 4663)",0.00054
"(4143, 5847, 4646, 4174, 3928, 2220, 111, 2530)",0.00054
